Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
Victoria,1,New Delhi,77.242985,28.6465486,"north indian, chinese",1200,Yes,No,No,3,3.2,20,India,north indian,High,0.0020688941760628942,0.64,0.4486206682528188,"Matched on north indian cuisine, High budget in India with rating 3.2"
Chily Hut,1,New Delhi,77.07597736,28.63884135,"chinese, north indian",750,No,No,No,2,3.2,20,India,chinese,High,0.0020688941760628942,0.64,0.4486206682528188,"Matched on chinese cuisine, High budget in India with rating 3.2"
Apna Dhaba and Caters,1,New Delhi,77.119036,28.6307787,north indian,300,No,No,No,1,3.2,20,India,north indian,Medium,0.0020688941760628942,0.64,0.4486206682528188,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Grill Point,1,Noida,77.3330621,28.5714962,fast food,200,No,No,No,1,3.2,20,India,fast food,Low,0.0020688941760628942,0.64,0.4486206682528188,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Cafe Bite,1,Faridabad,77.3144487,28.383665,cafe,500,No,No,No,2,3.2,19,India,cafe,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on cafe cuisine, Medium budget in India with rating 3.2"
Keventers,1,New Delhi,77.1065917,28.642704,beverages,400,No,No,No,1,3.2,19,India,beverages,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on beverages cuisine, Medium budget in India with rating 3.2"
BTW,1,New Delhi,77.1371133,28.6542971,"street food, south indian, mithai",400,No,No,No,1,3.2,19,India,street food,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on street food cuisine, Medium budget in India with rating 3.2"
Aashirwad,1,New Delhi,77.2924811,28.6089584,"chinese, north indian",450,No,No,No,1,3.2,19,India,chinese,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
RollsKing,1,Noida,77.40179,28.5011578,fast food,400,No,No,No,1,3.2,19,India,fast food,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Punjab To China,1,New Delhi,77.1369216,28.7128377,"chinese, north indian",550,No,No,No,2,3.2,19,India,chinese,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
221 B Baker Street,1,Noida,77.3716062,28.6142808,bakery,200,No,Yes,No,1,3.2,19,India,bakery,Low,0.0019654494672597497,0.64,0.4485896348401779,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Wild Willy,1,New Delhi,77.225607,28.58997,"pizza, fast food",500,No,No,No,2,3.2,19,India,pizza,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on pizza cuisine, Medium budget in India with rating 3.2"
Raju Vaishnav Dhaba,1,New Delhi,77.2515556,28.55691625,"north indian, south indian",350,No,No,No,1,3.2,19,India,north indian,Medium,0.0019654494672597497,0.64,0.4485896348401779,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Icon,1,New Delhi,77.2237649,28.5845896,"chinese, north indian",1000,Yes,No,No,3,3.2,18,India,chinese,High,0.001862004758456605,0.64,0.44855860142753695,"Matched on chinese cuisine, High budget in India with rating 3.2"
Deep Chicken Corner,1,Gurgaon,77.0206596,28.4667157,north indian,500,No,No,No,2,3.2,18,India,north indian,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Everest Kitchen,1,New Delhi,77.21334167,28.64106944,"north indian, chinese, tibetan, italian, fast food",550,No,No,No,2,3.2,18,India,north indian,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Curry N' Tandoor,1,Gurgaon,77.0598166,28.4345074,"mughlai, north indian",500,No,No,No,2,3.2,18,India,mughlai,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
Food4U!,1,Gurgaon,77.1362757,28.4362232,"north indian, chinese, street food",600,No,Yes,No,2,3.2,18,India,north indian,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Kunal Dhaba,1,New Delhi,77.2938388,28.6413119,north indian,150,No,No,No,1,3.2,18,India,north indian,Low,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Shri Gupta'z,1,New Delhi,77.2806012,28.5370818,"mughlai, north indian, chinese",500,No,No,No,2,3.2,18,India,mughlai,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
The Fashion Street Cafï¿½ï¿½,1,New Delhi,77.2137046,28.549033,"cafe, north indian, chinese, south indian",650,No,Yes,No,2,3.2,18,India,cafe,High,0.001862004758456605,0.64,0.44855860142753695,"Matched on cafe cuisine, High budget in India with rating 3.2"
Chawla Bakers,1,Gurgaon,77.030404,28.502947,"bakery, street food",200,No,No,No,1,3.2,18,India,bakery,Low,0.001862004758456605,0.64,0.44855860142753695,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Amritsari Dhaba,1,New Delhi,77.199024,28.565358,"north indian, chinese",500,No,No,No,2,3.2,18,India,north indian,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Masala Grill & Coffee House,216,Waterloo,-92.456343,42.516908,"indian, middle eastern",10,No,No,No,1,3.2,18,United States,indian,Low,0.001862004758456605,0.64,0.44855860142753695,"Matched on indian cuisine, Low budget in United States with rating 3.2"
Barista,1,Gurgaon,77.09313545,28.47582155,cafe,650,No,Yes,No,2,3.2,18,India,cafe,High,0.001862004758456605,0.64,0.44855860142753695,"Matched on cafe cuisine, High budget in India with rating 3.2"
Khosla Cafe,1,New Delhi,77.2112792,28.6407474,"north indian, chinese, fast food",400,No,No,No,1,3.2,18,India,north indian,Medium,0.001862004758456605,0.64,0.44855860142753695,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Yummi Kolkataa,1,New Delhi,77.248847,28.5399215,mithai,150,No,No,No,1,3.2,17,India,mithai,Low,0.0017585600496534603,0.64,0.448527568014896,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Biryani 365,1,Gurgaon,77.0957016,28.4948958,mughlai,700,No,Yes,No,2,3.2,17,India,mughlai,High,0.0017585600496534603,0.64,0.448527568014896,"Matched on mughlai cuisine, High budget in India with rating 3.2"
Mughlai Flavours,1,New Delhi,77.2050359,28.6944781,mughlai,300,No,Yes,No,1,3.2,17,India,mughlai,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
Everest Momos & Chinese Fast Food,1,New Delhi,77.13409312,28.67047254,chinese,350,No,No,No,1,3.2,17,India,chinese,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Authentique Bites,1,New Delhi,77.2253817,28.6764039,"bakery, desserts",300,No,No,No,1,3.2,17,India,bakery,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Taneja Bakery,1,New Delhi,77.0588879,28.6354403,bakery,200,No,No,No,1,3.2,17,India,bakery,Low,0.0017585600496534603,0.64,0.448527568014896,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Giani,1,New Delhi,77.258148,28.54013,"ice cream, desserts",400,No,Yes,No,1,3.2,17,India,ice cream,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on ice cream cuisine, Medium budget in India with rating 3.2"
Green Chick Chop,1,New Delhi,77.1776202,28.6436486,"raw meats, north indian, fast food",350,No,No,No,1,3.2,17,India,raw meats,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on raw meats cuisine, Medium budget in India with rating 3.2"
Domino's Pizza,1,Ghaziabad,77.36981537,28.63407809,"pizza, fast food",700,No,No,No,2,3.2,17,India,pizza,High,0.0017585600496534603,0.64,0.448527568014896,"Matched on pizza cuisine, High budget in India with rating 3.2"
King Chilly Kitchen,1,New Delhi,77.2167814,28.5357192,"chinese, tibetan",400,No,Yes,No,1,3.2,17,India,chinese,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Street Foods by Punjab Grill,1,New Delhi,77.12179529,28.5503472,"street food, north indian",600,No,No,No,2,3.2,17,India,street food,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on street food cuisine, Medium budget in India with rating 3.2"
Bombay's Royal China,1,New Delhi,77.1369983,28.71318,"chinese, fast food",600,No,No,No,2,3.2,17,India,chinese,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Chinese Garden,1,New Delhi,77.191558,28.5843202,chinese,900,Yes,No,No,2,3.2,17,India,chinese,High,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, High budget in India with rating 3.2"
Chanakya Bar-Be-Que,1,New Delhi,77.1914283,28.5843608,"chinese, north indian",800,Yes,No,No,2,3.2,17,India,chinese,High,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, High budget in India with rating 3.2"
Deep Bakers,1,New Delhi,77.0656655,28.6384063,"fast food, bakery",100,No,No,No,1,3.2,17,India,fast food,Low,0.0017585600496534603,0.64,0.448527568014896,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Chinese Mania,1,New Delhi,77.1228985,28.5429052,chinese,300,No,No,No,1,3.2,17,India,chinese,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Pick Fresh Fish,1,New Delhi,77.1741204,28.645748,"raw meats, fast food",400,No,No,No,1,3.2,17,India,raw meats,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on raw meats cuisine, Medium budget in India with rating 3.2"
Cake Mandi,1,Noida,77.35402454,28.61083103,"bakery, desserts",500,No,No,No,2,3.2,17,India,bakery,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Alvi's Food Spot,1,New Delhi,77.296194,28.5929234,"north indian, mughlai",350,No,No,No,1,3.2,17,India,north indian,Medium,0.0017585600496534603,0.64,0.448527568014896,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Green Chick Chop,1,New Delhi,77.1385567,28.631853,"raw meats, north indian, fast food",350,No,No,No,1,3.2,16,India,raw meats,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on raw meats cuisine, Medium budget in India with rating 3.2"
MyLoveBiryani.Com,1,Gurgaon,77.0155627,28.4651285,"north indian, biryani",350,No,No,No,1,3.2,16,India,north indian,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Green Chick Chop,1,New Delhi,77.0905901,28.6364554,"raw meats, north indian, fast food",350,No,No,No,1,3.2,16,India,raw meats,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on raw meats cuisine, Medium budget in India with rating 3.2"
Cafe Green Apple,1,Noida,77.374165,28.6274956,"north indian, south indian, fast food",400,No,No,No,1,3.2,16,India,north indian,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Let's Meet Up,1,New Delhi,77.14399081,28.64679749,"fast food, bakery",350,No,No,No,1,3.2,16,India,fast food,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Fishpatrick's Crabby Cafe,216,Winchester Bay,-124.175346,43.678998,"burger, seafood, steak",25,No,No,No,2,3.2,16,United States,burger,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on burger cuisine, Low budget in United States with rating 3.2"
King's Kabab,1,New Delhi,77.1203142,28.6391596,"north indian, mughlai, chinese",700,No,No,No,2,3.2,16,India,north indian,High,0.0016551153408503156,0.64,0.448496534602255,"Matched on north indian cuisine, High budget in India with rating 3.2"
New Sukh Sagar,1,Gurgaon,77.1000176,28.465995,street food,100,No,No,No,1,3.2,16,India,street food,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on street food cuisine, Low budget in India with rating 3.2"
Rollmates,1,New Delhi,77.3064258,28.6595258,"fast food, north indian, chinese",200,No,No,No,1,3.2,16,India,fast food,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Giani's,1,Faridabad,77.3130127,28.3980691,"ice cream, desserts",400,No,No,No,1,3.2,16,India,ice cream,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on ice cream cuisine, Medium budget in India with rating 3.2"
Bikaner Sweet House,1,New Delhi,77.1907064,28.7059577,mithai,200,No,No,No,1,3.2,16,India,mithai,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Food Land,1,New Delhi,77.25065019,28.55561316,"north indian, chinese",300,No,Yes,No,1,3.2,16,India,north indian,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Shree Balaji Chaat Bhandar,1,New Delhi,77.2320281,28.656524,street food,100,No,No,No,1,3.2,16,India,street food,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on street food cuisine, Low budget in India with rating 3.2"
Wake And Bake,1,New Delhi,77.297525,28.5318684,"bakery, desserts",500,No,No,No,2,3.2,16,India,bakery,Medium,0.0016551153408503156,0.64,0.448496534602255,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Durga Sweets Corner,1,New Delhi,77.1940306,28.5697442,"mithai, street food",100,No,No,No,1,3.2,16,India,mithai,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Tibb's Frankie,1,New Delhi,77.2534364,28.5363915,fast food,250,No,No,No,1,3.2,16,India,fast food,Low,0.0016551153408503156,0.64,0.448496534602255,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Masala Ville,1,Gurgaon,77.0984902,28.471636,"north indian, mughlai",650,No,No,No,2,3.2,15,India,north indian,High,0.0015516706320471707,0.64,0.4484655011896141,"Matched on north indian cuisine, High budget in India with rating 3.2"
Frontier,1,New Delhi,77.1854054,28.7094795,bakery,200,No,No,No,1,3.2,15,India,bakery,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Chennai Express,1,Gurgaon,77.0939932,28.4931181,"south indian, north indian",300,No,No,No,1,3.2,15,India,south indian,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on south indian cuisine, Medium budget in India with rating 3.2"
Yamu's Panchayat,1,Noida,77.3331584,28.5710661,street food,100,No,No,No,1,3.2,15,India,street food,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on street food cuisine, Low budget in India with rating 3.2"
Food Brigade,1,Noida,77.37389041,28.62840758,"north indian, south indian, chinese, fast food",300,No,No,No,1,3.2,15,India,north indian,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
"34, Chowringhee Lane",1,New Delhi,77.1810079,28.5490023,fast food,300,No,No,No,1,3.2,15,India,fast food,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
SM Gopal Ice Cream & Cakes,1,New Delhi,77.29685,28.5412728,"ice cream, desserts",200,No,No,No,1,3.2,15,India,ice cream,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on ice cream cuisine, Low budget in India with rating 3.2"
Tpot,1,Gurgaon,77.0935436,28.4934335,"fast food, beverages",400,No,No,No,1,3.2,15,India,fast food,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Truffles,1,Gurgaon,77.0790658,28.4606655,bakery,300,No,Yes,No,1,3.2,15,India,bakery,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Chocowell,1,New Delhi,77.137174,28.628999,"desserts, bakery",150,No,No,No,1,3.2,15,India,desserts,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on desserts cuisine, Low budget in India with rating 3.2"
Bedi's Kabab Corner,1,New Delhi,77.3153088,28.6793527,"mughlai, north indian",500,No,No,No,2,3.2,15,India,mughlai,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
Shamji Sweets,1,Gurgaon,77.0268394,28.4596657,mithai,200,No,No,No,1,3.2,15,India,mithai,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Whomely,1,Noida,77.39445644,28.52887237,north indian,200,No,No,No,1,3.2,15,India,north indian,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Barista,1,New Delhi,77.268165,28.570351,cafe,650,No,No,No,2,3.2,15,India,cafe,High,0.0015516706320471707,0.64,0.4484655011896141,"Matched on cafe cuisine, High budget in India with rating 3.2"
Cup-a-licious,1,New Delhi,77.1763302,28.6976846,bakery,200,No,No,No,1,3.2,15,India,bakery,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Cafï¿½ï¿½ Gramophone,1,Gurgaon,77.0210472,28.496845,"cafe, fast food",700,No,No,No,2,3.2,15,India,cafe,High,0.0015516706320471707,0.64,0.4484655011896141,"Matched on cafe cuisine, High budget in India with rating 3.2"
Chai Mantra,1,New Delhi,77.2813009,28.6342002,"fast food, beverages",200,No,No,No,1,3.2,15,India,fast food,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Malabar Dosa Hut,1,New Delhi,77.20556729,28.51544458,south indian,150,No,No,No,1,3.2,15,India,south indian,Low,0.0015516706320471707,0.64,0.4484655011896141,"Matched on south indian cuisine, Low budget in India with rating 3.2"
Not Just Dilli,1,Noida,77.3536634,28.5743086,street food,450,No,No,No,1,3.2,15,India,street food,Medium,0.0015516706320471707,0.64,0.4484655011896141,"Matched on street food cuisine, Medium budget in India with rating 3.2"
Smokey Pan,1,Gurgaon,77.0945327,28.4899428,"north indian, greek, mughlai",300,No,No,No,1,3.2,14,India,north indian,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Pinch Of China,1,New Delhi,77.218629,28.534403,chinese,400,No,No,No,1,3.2,14,India,chinese,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Gulshan Fish & Chicken Fry,1,New Delhi,77.2239446,28.5701766,north indian,450,No,No,No,1,3.2,14,India,north indian,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Gufa Restaurant,1,New Delhi,77.2784798,28.6890835,"chinese, north indian",300,No,No,No,1,3.2,14,India,chinese,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Momo Point,1,New Delhi,77.1917845,28.5841379,"chinese, north indian",700,No,No,No,2,3.2,14,India,chinese,High,0.001448225923244026,0.64,0.44843446777697316,"Matched on chinese cuisine, High budget in India with rating 3.2"
Frontier,1,New Delhi,77.0975994,28.6312881,bakery,200,No,No,No,1,3.2,14,India,bakery,Low,0.001448225923244026,0.64,0.44843446777697316,"Matched on bakery cuisine, Low budget in India with rating 3.2"
The Pirates Of China Town,1,New Delhi,77.22041389,28.5617,chinese,350,No,No,No,1,3.2,14,India,chinese,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Nirula's Ice Cream,1,New Delhi,77.25391286,28.5419405,"desserts, ice cream",250,No,No,No,1,3.2,14,India,desserts,Low,0.001448225923244026,0.64,0.44843446777697316,"Matched on desserts cuisine, Low budget in India with rating 3.2"
Vadapav Junction,1,New Delhi,77.254524,28.560028,maharashtrian,350,No,Yes,No,1,3.2,14,India,maharashtrian,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on maharashtrian cuisine, Medium budget in India with rating 3.2"
The Earthen Grill,1,New Delhi,77.1556452,28.6238747,"north indian, mughlai, awadhi",350,No,No,No,1,3.2,14,India,north indian,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Punjabi Khana,1,New Delhi,77.2531326,28.5492872,north indian,200,No,No,No,1,3.2,14,India,north indian,Low,0.001448225923244026,0.64,0.44843446777697316,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Wazwaan Restaurant,1,New Delhi,77.2417726,28.5426944,"north indian, kashmiri",1200,Yes,No,No,3,3.2,14,India,north indian,High,0.001448225923244026,0.64,0.44843446777697316,"Matched on north indian cuisine, High budget in India with rating 3.2"
LaDiDa,1,New Delhi,77.2460754,28.5573496,"bakery, desserts",500,No,No,No,2,3.2,14,India,bakery,Medium,0.001448225923244026,0.64,0.44843446777697316,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Six Pack Kitchen,1,Gurgaon,77.0453042,28.4699753,"healthy food, continental",600,No,No,No,2,3.2,13,India,healthy food,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on healthy food cuisine, Medium budget in India with rating 3.2"
Cafe Plus,1,New Delhi,77.2287499,28.7024763,cafe,500,No,No,No,2,3.2,13,India,cafe,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on cafe cuisine, Medium budget in India with rating 3.2"
Burger King,1,Noida,77.334633,28.5640131,"burger, fast food",500,No,Yes,No,2,3.2,13,India,burger,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on burger cuisine, Medium budget in India with rating 3.2"
Hunger Stop,1,New Delhi,0.0,0.0,"north indian, mughlai",600,No,No,No,2,3.2,13,India,north indian,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Roller's High,1,New Delhi,0.0,0.0,"north indian, mughlai",500,No,No,No,2,3.2,13,India,north indian,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Malabar Catering House,1,New Delhi,77.1193692,28.6216271,"biryani, kerala",400,No,No,No,1,3.2,13,India,biryani,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on biryani cuisine, Medium budget in India with rating 3.2"
Mad Over Donuts,1,Noida,77.3535737,28.5743001,desserts,450,No,Yes,No,1,3.2,13,India,desserts,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on desserts cuisine, Medium budget in India with rating 3.2"
Ayush Restaurant,1,New Delhi,77.30796732,28.59103534,north indian,400,No,No,No,1,3.2,13,India,north indian,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Confectionately Seerat's,1,New Delhi,77.2318151,28.5765207,"bakery, desserts",600,No,No,No,2,3.2,13,India,bakery,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
KC Bakers,1,Gurgaon,77.022728,28.455974,bakery,350,No,Yes,No,1,3.2,13,India,bakery,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Anandum,1,Gurgaon,77.1034343,28.486136,south indian,400,No,No,No,1,3.2,13,India,south indian,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on south indian cuisine, Medium budget in India with rating 3.2"
Dosa Plaza,1,New Delhi,77.1467418,28.6568816,south indian,400,No,No,No,1,3.2,13,India,south indian,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on south indian cuisine, Medium budget in India with rating 3.2"
Cafe Grub,1,New Delhi,77.1466243,28.6567691,"chinese, fast food",300,No,No,No,1,3.2,13,India,chinese,Medium,0.0013447812144408813,0.64,0.4484034343643322,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Lalu Kababe,1,New Delhi,77.2339276,28.6497621,mughlai,200,No,No,No,1,3.2,13,India,mughlai,Low,0.0013447812144408813,0.64,0.4484034343643322,"Matched on mughlai cuisine, Low budget in India with rating 3.2"
Barista Creme Lavazza,1,Gurgaon,77.0823932,28.4785568,cafe,650,No,No,No,2,3.2,13,India,cafe,High,0.0013447812144408813,0.64,0.4484034343643322,"Matched on cafe cuisine, High budget in India with rating 3.2"
Piyu Kitchen,1,New Delhi,77.1842643,28.6363021,"north indian, chinese",800,No,Yes,No,2,3.2,13,India,north indian,High,0.0013447812144408813,0.64,0.4484034343643322,"Matched on north indian cuisine, High budget in India with rating 3.2"
Gopala,1,New Delhi,77.2460449,28.5306584,"mithai, street food",250,No,No,No,1,3.2,12,India,mithai,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Al Saad Foods,1,New Delhi,77.2321629,28.6433222,"north indian, fast food",400,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Indo Chinese,1,Gurgaon,0.0,0.0,"north indian, chinese",200,No,No,No,1,3.2,12,India,north indian,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Kumar Pav Bhaji Corner,1,New Delhi,77.31173314,28.66981271,fast food,200,No,No,No,1,3.2,12,India,fast food,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Brown Sugar,1,New Delhi,77.2385097,28.5367217,"cafe, fast food, continental",1000,No,Yes,No,3,3.2,12,India,cafe,High,0.0012413365056377365,0.64,0.4483724009516913,"Matched on cafe cuisine, High budget in India with rating 3.2"
The Mashup,1,New Delhi,77.2041824,28.69471,fast food,1100,No,No,No,3,3.2,12,India,fast food,High,0.0012413365056377365,0.64,0.4483724009516913,"Matched on fast food cuisine, High budget in India with rating 3.2"
Kwality Cakes and Bakes,1,Gurgaon,77.0381307,28.4555152,"bakery, desserts, fast food",350,No,No,No,1,3.2,12,India,bakery,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Faasos,1,Gurgaon,77.0788859,28.4609172,"north indian, fast food",600,No,Yes,No,2,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Prince Chaat Corner,1,New Delhi,77.2185552,28.628809,street food,150,No,No,No,1,3.2,12,India,street food,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on street food cuisine, Low budget in India with rating 3.2"
Chaat Corner,1,New Delhi,77.2037786,28.5518155,street food,100,No,No,No,1,3.2,12,India,street food,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on street food cuisine, Low budget in India with rating 3.2"
Rumi Amritsari Naan,1,New Delhi,77.2104258,28.6421442,"north indian, chinese",200,No,No,No,1,3.2,12,India,north indian,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Sati Restaurant,1,Noida,77.3243658,28.5734717,north indian,200,No,No,No,1,3.2,12,India,north indian,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Mysore Cafe,1,New Delhi,77.2014634,28.6083918,south indian,200,No,No,No,1,3.2,12,India,south indian,Low,0.0012413365056377365,0.64,0.4483724009516913,"Matched on south indian cuisine, Low budget in India with rating 3.2"
