Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category
Shere Hind Chicken Corner,1,New Delhi,76.9856129,28.6088552,mughlai,300,No,No,No,1,0.0,0,India,mughlai,Medium
Shiv Shakti Dhaba,1,New Delhi,76.9909045,28.6123474,north indian,100,No,No,No,1,0.0,0,India,north indian,Low
Shree Shyam Sweets,1,New Delhi,76.9879296,28.6024678,street food,150,No,No,No,1,0.0,0,India,street food,Low
Shri Shyam Ji Shudh Shakahari Bhojnalaya,1,New Delhi,76.9748922,28.6112536,north indian,150,No,No,No,1,0.0,0,India,north indian,Low
Sky Hawk,1,New Delhi,76.9877493,28.6032958,"north indian, chinese, continental",600,No,No,No,2,0.0,1,India,north indian,Medium
Snack Shack,1,New Delhi,76.9711827,28.6101996,"north indian, chinese",300,No,No,No,1,0.0,0,India,north indian,Medium
Soya Bite's,1,New Delhi,76.9840836,28.6150289,north indian,350,No,No,No,1,0.0,1,India,north indian,Medium
Soya Bite's,1,New Delhi,76.9909279,28.6124522,north indian,350,No,No,No,1,0.0,1,India,north indian,Medium
Taj Mahal Dhaba,1,New Delhi,76.9932051,28.5906226,north indian,400,No,No,No,1,0.0,2,India,north indian,Medium
Yadav Sweets,1,New Delhi,76.9797118,28.613206,mithai,200,No,No,No,1,0.0,1,India,mithai,Low
Yummy Chinese Food,1,New Delhi,77.0007571,28.5914718,chinese,150,No,No,No,1,0.0,1,India,chinese,Low
Aggarwal Sweets Corner,1,New Delhi,77.08195768,28.69273348,mithai,100,No,No,No,1,0.0,0,India,mithai,Low
Anand Sweets,1,New Delhi,77.0690735,28.6827398,"mithai, street food",100,No,No,No,1,0.0,1,India,mithai,Low
Annapurna Sweets Palace,1,New Delhi,77.0820784,28.6934044,"mithai, street food",100,No,No,No,1,0.0,1,India,mithai,Low
Aujla's Punjabi Zaika,1,New Delhi,77.0700586,28.6521647,"north indian, chinese, mughlai",400,No,No,No,1,0.0,0,India,north indian,Medium
Baba Ji,1,New Delhi,77.06540443,28.67897397,fast food,250,No,No,No,1,0.0,0,India,fast food,Low
Babu Soup Wala,1,New Delhi,77.0681466,28.6818432,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium
Baketown By Gagan Bakers,1,New Delhi,77.05472823,28.68232512,"fast food, bakery",200,No,No,No,1,0.0,0,India,fast food,Low
Bala Ji Rasoi,1,New Delhi,77.06247076,28.67583363,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium
Bansiwala Sweets & Caterers,1,New Delhi,77.02933475,28.68263808,"mithai, street food",100,No,No,No,1,0.0,0,India,mithai,Low
Best Chicken Corner,1,New Delhi,77.0688571,28.6823752,north indian,650,No,No,No,2,0.0,0,India,north indian,High
Bhardwaj Bakery,1,New Delhi,77.06424572,28.67784092,"bakery, pizza",100,No,No,No,1,0.0,0,India,bakery,Low
Bikaner Sweets & Restaurant,1,New Delhi,77.0820767,28.6927975,"mithai, street food, north indian",450,No,No,No,1,0.0,0,India,mithai,Medium
Classic Chef Corner,1,New Delhi,77.03108288,28.68202569,"chinese, north indian",400,No,No,No,1,0.0,0,India,chinese,Medium
Dabas Ke Special Chole Bhature,1,New Delhi,77.0287839,28.68247071,street food,100,No,No,No,1,0.0,0,India,street food,Low
Daily Belly,1,New Delhi,77.0408396,28.6821182,"north indian, south indian, chinese",350,No,No,No,1,0.0,0,India,north indian,Medium
Deep Bakery And Cake,1,New Delhi,77.066475,28.6803916,"bakery, desserts",100,No,No,No,1,0.0,0,India,bakery,Low
Dhaba NH10,1,New Delhi,0.0,0.0,"north indian, chinese",200,No,No,No,1,0.0,0,India,north indian,Low
Dilkhush Dhaba,1,New Delhi,77.0695034,28.6819199,north indian,100,No,No,No,1,0.0,0,India,north indian,Low
Do Bhai Paneer Wale And Sweets,1,New Delhi,77.0662951,28.6801056,bakery,100,No,No,No,1,0.0,0,India,bakery,Low
Dosa and Pizza Corner,1,New Delhi,77.0690832,28.6833297,"south indian, pizza, chinese",150,No,No,No,1,0.0,0,India,south indian,Low
Gulati Ki Rasoi,1,New Delhi,77.0719688,28.69123205,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
JMD Family Restaurant,1,New Delhi,77.0228319,28.6467438,"north indian, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium
Jyoti Sweets,1,New Delhi,77.0625067,28.6761455,mithai,100,No,No,No,1,0.0,0,India,mithai,Low
Khana Khazana,1,New Delhi,77.07009997,28.68654323,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Krishna Panjabi Rasoi,1,New Delhi,77.06082389,28.6743958,north indian,100,No,No,No,1,0.0,1,India,north indian,Low
Lazeez Zaika,1,New Delhi,77.0528602,28.6646411,"north indian, chinese",250,No,No,No,1,0.0,1,India,north indian,Low
Mannat Chinese Fast Food,1,New Delhi,77.02514146,28.64669598,"chinese, bakery",300,No,No,No,1,0.0,0,India,chinese,Medium
Pizza Hot,1,New Delhi,77.04071805,28.68209451,"italian, fast food, south indian",300,No,No,No,1,0.0,0,India,italian,Medium
Raju Fast Food,1,New Delhi,77.06034612,28.66742137,"street food, fast food",250,No,No,No,1,0.0,0,India,street food,Low
Ramesh Caterers & Dhaba,1,New Delhi,77.0721833,28.6536022,north indian,150,No,No,No,1,0.0,0,India,north indian,Low
Sethi's Express,1,New Delhi,77.0713543,28.6529874,"south indian, north indian, chinese",350,No,No,No,1,0.0,0,India,south indian,Medium
Shahi Chicken Biryani Corner,1,New Delhi,77.08171561,28.69252378,biryani,250,No,No,No,1,0.0,0,India,biryani,Low
Spicy Curry,1,New Delhi,77.0672844,28.6812756,north indian,350,No,No,No,1,0.0,0,India,north indian,Medium
Super Star Restaurant,1,New Delhi,77.053748,28.66539,north indian,150,No,No,No,1,0.0,1,India,north indian,Low
Swagi Food Corner,1,New Delhi,77.06931744,28.68172684,"chinese, fast food",250,No,No,No,1,0.0,0,India,chinese,Low
Taoji Ke Amratsari Naan,1,New Delhi,77.02335276,28.64712056,"fast food, north indian",200,No,No,No,1,0.0,0,India,fast food,Low
TCW Chaat Point,1,New Delhi,77.0642756,28.6779685,street food,100,No,No,No,1,0.0,0,India,street food,Low
The Food Express,1,New Delhi,77.064828,28.678402,north indian,200,No,No,No,1,0.0,1,India,north indian,Low
The Pizza Family,1,New Delhi,77.06413608,28.67799829,pizza,350,No,No,No,1,0.0,0,India,pizza,Medium
The Regal Chicken Corner,1,New Delhi,77.0626796,28.6763063,"north indian, mughlai",400,No,No,No,1,0.0,0,India,north indian,Medium
Welcome Rasoi,1,New Delhi,77.0654346,28.67898074,"north indian, fast food",300,No,No,No,1,0.0,0,India,north indian,Medium
Agarwal Sweets,1,New Delhi,77.1384794,28.6321812,mithai,150,No,No,No,1,3.0,8,India,mithai,Low
Aurangzeb Rd,1,New Delhi,77.136724,28.6282528,"north indian, mughlai",500,No,Yes,Yes,2,3.4,23,India,north indian,Medium
Bengali Sweet Corner,1,New Delhi,77.1384323,28.6324507,"south indian, street food, desserts",200,No,No,No,1,3.0,7,India,south indian,Low
Cafe Coffee Day,1,New Delhi,77.1367966,28.6287097,cafe,450,No,No,No,1,2.6,23,India,cafe,Medium
Chinese K. Food,1,New Delhi,77.1462701,28.6276292,chinese,300,No,No,No,1,2.9,4,India,chinese,Medium
Chocowell,1,New Delhi,77.137174,28.628999,"desserts, bakery",150,No,No,No,1,3.2,15,India,desserts,Low
Choice,1,New Delhi,77.1341651,28.6256939,"south indian, north indian",500,No,No,No,2,3.0,4,India,south indian,Medium
Desi Street,1,New Delhi,77.1354441,28.6233571,"north indian, south indian, chinese",350,No,No,No,1,3.1,13,India,north indian,Medium
Enigma Lounge,1,New Delhi,77.1384175,28.6309493,"chinese, north indian",750,No,No,No,2,2.8,8,India,chinese,High
Flavors Of London,1,New Delhi,77.1380897,28.6199849,"desserts, ice cream, fast food",200,No,No,No,1,3.0,7,India,desserts,Low
Frontier,1,New Delhi,77.137511,28.6298959,bakery,200,No,No,No,1,3.0,4,India,bakery,Low
Green Chick Chop,1,New Delhi,77.1385567,28.631853,"raw meats, north indian, fast food",350,No,No,No,1,3.2,16,India,raw meats,Medium
Hot House Grill,1,New Delhi,77.1556191,28.6238474,fast food,300,No,Yes,No,1,3.2,10,India,fast food,Medium
Kanshi Ram Chole Kulche Wala,1,New Delhi,77.1559168,28.6242844,street food,150,No,No,No,1,3.4,13,India,street food,Low
Kents Fast Food,1,New Delhi,77.1381832,28.6327034,"north indian, chinese, fast food",900,No,No,No,2,2.8,12,India,north indian,High
Paharia Meat & Chicken Shop,1,New Delhi,77.1468968,28.6314816,north indian,250,No,No,No,1,2.8,12,India,north indian,Low
Palji Corner,1,New Delhi,77.148368,28.6323154,north indian,150,No,No,No,1,3.3,30,India,north indian,Low
Paratha Hi Paratha,1,New Delhi,77.1365287,28.6203669,north indian,100,No,No,No,1,3.1,10,India,north indian,Low
Picasso Roof Top,1,New Delhi,77.1354417,28.6268623,"continental, european, north indian",1100,Yes,No,No,3,3.1,15,India,continental,High
RK Dosa,1,New Delhi,77.1451395,28.6285958,south indian,150,No,No,No,1,2.8,12,India,south indian,Low
Sandoz,1,New Delhi,77.1371626,28.6291147,"chinese, north indian",600,No,Yes,No,2,2.6,32,India,chinese,Medium
Sardar Ji,1,New Delhi,0.0,0.0,"north indian, mughlai",120,No,No,No,1,3.0,7,India,north indian,Low
Satkar Fast Food,1,New Delhi,77.1462754,28.6276237,north indian,200,No,No,No,1,2.8,20,India,north indian,Low
Sweetheart Cupcakes,1,New Delhi,0.0,0.0,desserts,150,No,No,No,1,3.1,21,India,desserts,Low
The Earthen Grill,1,New Delhi,77.1556452,28.6238747,"north indian, mughlai, awadhi",350,No,No,No,1,3.2,14,India,north indian,Medium
Twenty Four Seven,1,New Delhi,77.1375944,28.6299888,"fast food, north indian",300,No,No,No,1,2.8,14,India,fast food,Medium
A Patisseries Gallery,1,New Delhi,77.14178972,28.6286201,"bakery, desserts",200,No,No,No,1,0.0,0,India,bakery,Low
Aggarwal Bikaneri Sweets,1,New Delhi,77.14808,28.6322418,mithai,100,No,No,No,1,0.0,0,India,mithai,Low
Aggarwal Sweets & Bakers,1,New Delhi,77.1357642,28.6223499,"desserts, street food",200,No,No,No,1,0.0,1,India,desserts,Low
Avatar Da Dhaba,1,New Delhi,77.1364744,28.6205175,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Bengali Restaurant,1,New Delhi,77.1358184,28.6223489,"bengali, chinese",150,No,No,No,1,0.0,0,India,bengali,Low
Biryani Express,1,New Delhi,77.136788,28.6286826,biryani,200,No,No,No,1,0.0,0,India,biryani,Low
Brahm Point Fast Food,1,New Delhi,77.137828,28.6319525,"fast food, chinese",150,No,No,No,1,0.0,0,India,fast food,Low
Chinese Hot,1,New Delhi,77.1558888,28.6244092,chinese,300,No,No,No,1,0.0,1,India,chinese,Medium
Curry Man,1,New Delhi,0.0,0.0,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Diya Chinese Food,1,New Delhi,77.146829,28.6312058,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium
Foodies,1,New Delhi,77.1362918,28.6220182,chinese,400,No,No,No,1,0.0,0,India,chinese,Medium
Fresh Meat CO,1,New Delhi,77.1368633,28.6281257,"raw meats, fast food",300,No,No,No,1,0.0,0,India,raw meats,Medium
Hans Fast Food Center,1,New Delhi,77.1383317,28.6317769,"fast food, desserts",150,No,No,No,1,0.0,2,India,fast food,Low
Happy Hours,1,New Delhi,77.1357857,28.6223096,"chinese, fast food",200,No,No,No,1,0.0,0,India,chinese,Low
Khalsa Eating Point,1,New Delhi,77.1470434,28.6271441,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium
Krishna Yummy Foods,1,New Delhi,77.1469131,28.6311566,north indian,250,No,No,No,1,0.0,1,India,north indian,Low
Laxmi Dhaba,1,New Delhi,77.136184,28.6204842,north indian,100,No,No,No,1,0.0,1,India,north indian,Low
Milan Shudh Vaishno,1,New Delhi,77.134618,28.6253211,north indian,300,No,No,No,1,0.0,3,India,north indian,Medium
Milko Sweets Corner,1,New Delhi,77.1356151,28.622227,"mithai, street food",100,No,No,No,1,0.0,2,India,mithai,Low
New Punjabi Chaap Corner,1,New Delhi,77.1465469,28.6308841,chinese,300,No,No,No,1,0.0,0,India,chinese,Medium
Nik's Chawla Chik Inn,1,New Delhi,77.1371165,28.6292946,"north indian, fast food",600,No,No,No,2,0.0,2,India,north indian,Medium
Paras Corner,1,New Delhi,77.1468595,28.6314962,chinese,150,No,No,No,1,0.0,0,India,chinese,Low
Punjabi Tadka,1,New Delhi,77.146539,28.6296677,north indian,250,No,No,No,1,0.0,0,India,north indian,Low
Sardar A Pure Meat Shop,1,New Delhi,0.0,0.0,"raw meats, fast food, north indian",150,No,No,No,1,0.0,0,India,raw meats,Low
Shahi Hyderbadi Biryani,1,New Delhi,77.1363776,28.6213659,mughlai,250,No,No,No,1,0.0,0,India,mughlai,Low
Shashi's China Wok,1,New Delhi,0.0,0.0,chinese,250,No,No,No,1,0.0,2,India,chinese,Low
Urban Palate,1,New Delhi,77.1350843,28.6267926,fast food,300,No,No,No,1,0.0,0,India,fast food,Medium
Wrapss,1,New Delhi,0.0,0.0,"chinese, fast food",350,No,No,No,1,0.0,1,India,chinese,Medium
China Kitchen,1,New Delhi,77.12731652,28.84061467,"chinese, north eastern",350,No,No,No,1,0.0,0,India,chinese,Medium
Chowringhee,1,New Delhi,77.0356003,28.8002781,fast food,250,No,No,No,1,0.0,0,India,fast food,Low
D-Food,1,New Delhi,77.04952508,28.80619877,"chinese, fast food, bakery",500,No,No,No,2,0.0,0,India,chinese,Medium
Kith N Kin Cafeteria,1,New Delhi,77.09081333,28.84056856,"chinese, north indian",300,No,No,No,1,0.0,0,India,chinese,Medium
Lazeez Rasoi,1,New Delhi,77.08952788,28.85517216,"chinese, north indian",300,No,No,No,1,0.0,0,India,chinese,Medium
Red Rose Restaurant,1,New Delhi,77.0880292,28.85192847,fast food,450,No,No,No,1,0.0,0,India,fast food,Medium
Shri Bikaner Sweets & Restaurant,1,New Delhi,77.03510278,28.79751667,"north indian, chinese, south indian",500,No,No,No,2,0.0,0,India,north indian,Medium
Welcome Family Restaurant,1,New Delhi,77.0895081,28.85510345,"north indian, south indian",400,No,No,No,1,0.0,0,India,north indian,Medium
Al Bake,1,New Delhi,77.252055,28.5489159,"north indian, mughlai",400,No,No,No,1,2.7,38,India,north indian,Medium
Bawa Snacks Corner,1,New Delhi,77.2541182,28.548633,north indian,150,No,No,No,1,2.8,11,India,north indian,Low
Bhimsain's Bengali Sweet House,1,New Delhi,77.2515162,28.5478786,"mithai, north indian, street food, chinese, south indian, indian",450,No,No,No,1,2.9,4,India,mithai,Medium
Cafe Coffee Day,1,New Delhi,77.2531326,28.5490183,cafe,450,No,No,No,1,3.1,13,India,cafe,Medium
Cafe Coffee Day,1,New Delhi,77.2507978,28.549693,cafe,450,No,Yes,No,1,3.0,38,India,cafe,Medium
Dolce Gelato,1,New Delhi,77.2524142,28.5478742,"ice cream, beverages, fast food",300,No,Yes,No,1,3.2,9,India,ice cream,Medium
Domino's Pizza,1,New Delhi,77.2510672,28.5501668,"pizza, fast food",700,No,No,No,2,3.0,71,India,pizza,High
Gopala,1,New Delhi,77.2523434,28.5484867,"north indian, street food",150,No,No,No,1,3.0,12,India,north indian,Low
New Punjabi Khana,1,New Delhi,77.2528555,28.5486641,north indian,200,No,No,No,1,3.1,8,India,north indian,Low
New Vishal Corner,1,New Delhi,77.252055,28.5482884,"north indian, street food, fast food",250,No,No,No,1,3.1,14,India,north indian,Low
Punjabi Khana,1,New Delhi,77.2531326,28.5492872,north indian,200,No,No,No,1,3.2,14,India,north indian,Low
Rajshree,1,New Delhi,77.2509473,28.5491128,"south indian, chinese",250,No,No,No,1,3.1,11,India,south indian,Low
Snack Junction,1,New Delhi,77.2522346,28.5485744,"north indian, chinese",250,No,No,No,1,3.0,27,India,north indian,Low
Sona,1,New Delhi,77.251606,28.5483354,"north indian, south indian, fast food",400,No,No,No,1,3.4,29,India,north indian,Medium
Southy,1,New Delhi,77.250474,28.549901,south indian,450,No,Yes,No,1,2.5,94,India,south indian,Medium
The First Floor,1,New Delhi,77.2526836,28.5487963,"north indian, chinese",1000,Yes,Yes,No,3,3.1,14,India,north indian,High
McDonald's,1,New Delhi,77.251157,28.5501754,"fast food, burger",500,No,Yes,No,2,3.7,177,India,fast food,Medium
New Punjabi Khana,1,New Delhi,77.250708,28.5490569,north indian,200,No,No,No,1,3.9,104,India,north indian,Low
Pizza Hut Delivery,1,New Delhi,77.2510672,28.5498979,"italian, pizza, fast food",800,No,Yes,No,2,3.6,103,India,italian,High
Shree Rathnam,1,New Delhi,77.2511424,28.5490976,"south indian, north indian, chinese",800,No,No,No,2,3.6,58,India,south indian,High
Subway,1,New Delhi,77.251157,28.5501754,"american, fast food, salad, healthy food",500,No,No,No,2,3.6,142,India,american,Medium
Al Mughal,1,New Delhi,77.2521897,28.5487046,mughlai,250,No,No,No,1,0.0,2,India,mughlai,Low
Anupama Restaurant,1,New Delhi,77.2515162,28.5478786,north indian,150,No,No,No,1,0.0,1,India,north indian,Low
Cafe Einstein,1,New Delhi,77.2512468,28.5473151,"north indian, fast food",550,No,No,No,2,0.0,1,India,north indian,Medium
Delicious Eating Corner,1,New Delhi,77.2511121,28.5471678,north indian,400,No,No,No,1,0.0,0,India,north indian,Medium
Gupta Rasoi,1,New Delhi,77.2500794,28.5494455,north indian,200,No,No,No,1,0.0,1,India,north indian,Low
Paras Chicken Point,1,New Delhi,77.2512019,28.547266,north indian,400,No,No,No,1,0.0,1,India,north indian,Medium
Ralhan Eating Corner,1,New Delhi,77.2509547,28.5471755,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Pind Balluchi,1,New Delhi,77.2513366,28.549027,"north indian, mughlai",1000,Yes,Yes,No,3,2.4,184,India,north indian,High
Baljeet's Amritsari Koolcha,1,New Delhi,77.1496283,28.693387,north indian,300,No,No,No,1,3.1,110,India,north indian,Medium
Bikanervala,1,New Delhi,77.152022,28.6912959,"north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",550,No,Yes,No,2,3.4,89,India,north indian,Medium
Cafe Coffee Day,1,New Delhi,77.1528753,28.6926578,cafe,450,No,No,No,1,3.3,32,India,cafe,Medium
Chicago Pizza,1,New Delhi,77.1497297,28.6937883,"fast food, italian, pizza",500,No,Yes,No,2,3.4,42,India,fast food,Medium
Cocoberry,1,New Delhi,77.1499993,28.6936352,desserts,300,No,Yes,No,1,3.3,32,India,desserts,Medium
Dilli Chaap Wale,1,New Delhi,77.1499993,28.6937247,"north indian, fast food",450,No,No,No,1,3.4,24,India,north indian,Medium
Dips,1,New Delhi,77.1499094,28.6937161,"south indian, chinese",300,No,No,No,1,2.8,23,India,south indian,Medium
Domino's Pizza,1,New Delhi,77.1506285,28.6936956,"pizza, fast food",700,No,No,No,2,3.4,85,India,pizza,High
Gullu's,1,New Delhi,77.1522462,28.6913437,"north indian, mughlai",550,No,No,No,2,2.9,45,India,north indian,Medium
Hashtag Foods,1,New Delhi,77.1493702,28.6933956,"fast food, beverages",300,No,Yes,No,1,3.4,80,India,fast food,Medium
Mini Meals,1,New Delhi,77.1497297,28.6938779,"north indian, south indian, fast food",300,No,No,No,1,2.7,66,India,north indian,Medium
No Name - Taste Hi Kaafi Hai,1,New Delhi,77.1499993,28.6940829,"burger, fast food",400,No,Yes,No,1,3.2,31,India,burger,Medium
Pind Balluchi,1,New Delhi,77.150756,28.6934012,"north indian, mughlai",1000,Yes,Yes,No,3,2.7,261,India,north indian,High
Pizza Hut,1,New Delhi,77.1496398,28.6941379,"italian, pizza, fast food",1000,No,Yes,No,3,3.3,211,India,italian,High
Raj Bhature wala,1,New Delhi,77.1497297,28.6937883,"north indian, fast food, chinese",350,No,Yes,No,1,3.4,84,India,north indian,Medium
Rolls Tiger,1,New Delhi,77.1512576,28.6933978,fast food,450,No,Yes,No,1,3.4,49,India,fast food,Medium
SGF - Spice Grill Flame,1,New Delhi,77.1494601,28.6934043,"north indian, chinese",500,No,Yes,No,2,3.4,80,India,north indian,Medium
Smoksha Cafe and Lounge,1,New Delhi,77.1495499,28.6941293,"cafe, chinese",600,No,No,No,2,3.4,60,India,cafe,Medium
Subway,1,New Delhi,77.1519316,28.6953879,"american, fast food, salad, healthy food",500,No,Yes,No,2,3.4,131,India,american,Medium
Billu's Hut,1,New Delhi,77.1496398,28.6936006,"fast food, chinese",350,No,No,No,1,3.9,813,India,fast food,Medium
BTW,1,New Delhi,77.1499094,28.6937161,street food,200,No,No,No,1,3.7,459,India,street food,Low
Burger King,1,New Delhi,77.151707,28.6930828,"burger, fast food",500,No,Yes,No,2,3.6,426,India,burger,Medium
Cafe Coffee Day,1,New Delhi,77.1511677,28.6934788,cafe,450,No,No,No,1,3.5,50,India,cafe,Medium
Chills 'n' Grills,1,New Delhi,77.1499094,28.6937161,"fast food, chinese",350,No,Yes,No,1,3.6,69,India,fast food,Medium
Fusion N Food,1,New Delhi,77.1518301,28.6927106,fast food,300,No,No,No,1,3.8,22,India,fast food,Medium
Giani,1,New Delhi,77.1499993,28.6936352,"ice cream, desserts",400,No,Yes,No,1,3.6,87,India,ice cream,Medium
Hot Spot,1,New Delhi,77.1496398,28.6937797,"fast food, north indian, beverages",400,No,No,No,1,3.8,201,India,fast food,Medium
La Americana,1,New Delhi,77.1516171,28.6931637,"fast food, burger",450,No,Yes,No,1,3.6,139,India,fast food,Medium
Mogambo Khush Hua,1,New Delhi,77.1502307,28.6939598,chinese,400,No,Yes,No,1,3.8,121,India,chinese,Medium
Niti Shake & Ice Cream Hub,1,New Delhi,77.1499094,28.6936265,"desserts, beverages",200,No,No,No,1,3.8,23,India,desserts,Low
Pacific Asia,1,New Delhi,77.1489657,28.6925061,"north indian, chinese",1200,Yes,Yes,No,3,3.7,151,India,north indian,High
Papa Veg Chinese Food,1,New Delhi,77.147338,28.694444,chinese,450,No,Yes,No,1,3.8,29,India,chinese,Medium
Pasta Hut,1,New Delhi,77.1499993,28.6937247,fast food,400,No,No,No,1,3.5,82,India,fast food,Medium
Ram G Snacks & Food Corner,1,New Delhi,77.1523361,28.6916209,"north indian, chinese, street food",150,No,No,No,1,3.5,34,India,north indian,Low
Sandwich King,1,New Delhi,77.1497494,28.6937508,"fast food, beverages",500,No,No,No,2,3.8,99,India,fast food,Medium
Shake Eat Up,1,New Delhi,77.1512576,28.6930397,"fast food, beverages",400,No,No,No,1,3.9,155,India,fast food,Medium
Starbucks,1,New Delhi,77.1519766,28.6931087,cafe,700,No,No,No,2,3.7,294,India,cafe,High
The Chai Story,1,New Delhi,77.1518426,28.6932029,cafe,300,No,No,No,1,3.6,22,India,cafe,Medium
Utsav,1,New Delhi,77.1493702,28.6939329,bakery,250,No,No,No,1,3.5,13,India,bakery,Low
Bistro 57,1,New Delhi,0.0,0.0,"fast food, beverages",500,No,No,No,2,4.0,20,India,fast food,Medium
Calendar Khana Laao,1,New Delhi,77.1490259,28.6926883,"north indian, chinese, continental",1000,No,Yes,No,3,4.2,42,India,north indian,High
Chaayos,1,New Delhi,77.1513743,28.6933618,"cafe, tea",400,No,Yes,No,1,4.1,156,India,cafe,Medium
Sinciti,1,New Delhi,77.1507183,28.6912864,"north indian, chinese, italian, lebanese, mexican",1200,Yes,Yes,No,3,4.0,277,India,north indian,High
Al Zaika,1,New Delhi,77.26652149,28.57086609,"north indian, mughlai",700,No,No,No,2,2.9,8,India,north indian,High
Angels in my Kitchen,1,New Delhi,77.26684134,28.57094736,"bakery, desserts, fast food",350,No,Yes,No,1,3.2,88,India,bakery,Medium
Asian Curry,1,New Delhi,0.0,0.0,"thai, chinese",800,No,No,No,2,3.0,5,India,thai,High
Chaska,1,New Delhi,77.28829969,28.56238181,"fast food, north indian",500,No,No,No,2,3.3,47,India,fast food,Medium
Chik Chow,1,New Delhi,77.26801079,28.5693697,"north indian, mughlai, chinese",650,No,Yes,No,2,3.3,62,India,north indian,High
Deep Sweet Corner,1,New Delhi,77.27004256,28.56563745,"north indian, fast food, chinese, mithai",400,No,No,No,1,2.7,16,India,north indian,Medium
Deepika Khaitan's Cakes,1,New Delhi,77.2687116,28.5613894,"bakery, desserts",700,No,No,No,2,2.9,4,India,bakery,High
Dhaba On Wheels,1,New Delhi,77.26754777,28.56971362,"north indian, mughlai",600,No,No,No,2,2.7,15,India,north indian,Medium
Domino's Pizza,1,New Delhi,77.2688462,28.5613573,"pizza, fast food",700,No,No,No,2,2.8,95,India,pizza,High
Evergreen Sweets,1,New Delhi,77.27258228,28.56088235,"north indian, south indian, chinese, mithai",350,No,No,No,1,2.8,14,India,north indian,Medium
Gopala,1,New Delhi,77.2682086,28.56929078,"mithai, street food",250,No,No,No,1,3.0,7,India,mithai,Low
Green Chick Chop,1,New Delhi,77.26803929,28.5691783,"raw meats, north indian, fast food",350,No,No,No,1,3.0,12,India,raw meats,Medium
Halal Pizza Fun,1,New Delhi,77.28950668,28.56250019,"pizza, fast food",450,No,No,No,1,3.1,7,India,pizza,Medium
Keventers,1,New Delhi,77.2683973,28.5613147,beverages,400,No,Yes,No,1,3.3,13,India,beverages,Medium
Khan Chicken Biryani,1,New Delhi,77.268271,28.561703,north indian,500,No,No,No,2,2.9,9,India,north indian,Medium
McDonald's,1,New Delhi,77.268936,28.5613658,"fast food, burger",500,No,Yes,No,2,3.4,127,India,fast food,Medium
Midnight Bites,1,New Delhi,77.29113277,28.56298018,"north indian, chinese, fast food",550,No,No,No,2,3.1,10,India,north indian,Medium
Moti Mahal Delux,1,New Delhi,77.2681563,28.56921452,"north indian, mughlai",800,No,Yes,No,2,2.9,44,India,north indian,High
MT Everest Food Corner,1,New Delhi,77.27250919,28.55941173,"north indian, chinese",700,No,No,No,2,2.9,28,India,north indian,High
Muradabad Ki Mashoor Sama Chicken Biryani,1,New Delhi,77.27289509,28.5603414,"biryani, north indian",350,No,No,No,1,2.9,5,India,biryani,Medium
New Laziz,1,New Delhi,77.26689197,28.570839,"north indian, mughlai",550,No,No,No,2,2.9,6,India,north indian,Medium
Talab South Indian Restaurant,1,New Delhi,77.27209244,28.5608741,"south indian, chinese",200,No,No,No,1,2.7,14,India,south indian,Low
Tipu Sultan Chicken Point,1,New Delhi,77.28855785,28.56489598,"biryani, mughlai",250,No,No,No,1,3.2,27,India,biryani,Low
Yo Wok,1,New Delhi,0.0,0.0,"chinese, japanese, thai",750,Yes,No,No,2,2.8,4,India,chinese,High
Zoet Desserts,1,New Delhi,77.26416081,28.57473537,"bakery, desserts",600,No,No,No,2,3.0,8,India,bakery,Medium
Zooby's Kitchen,1,New Delhi,77.271844,28.56528,"north indian, mughlai, chinese",800,No,No,No,2,2.8,21,India,north indian,High
Hotel Malabar,1,New Delhi,77.27205321,28.55982665,"kerala, biryani",400,No,No,No,1,3.6,129,India,kerala,Medium
Hwealthcafe,1,New Delhi,77.268831,28.563202,"cafe, healthy food, continental",800,No,Yes,No,2,3.5,29,India,cafe,High
Noorjahan,1,New Delhi,77.29254572,28.56159495,"north indian, mughlai, chinese",700,No,No,No,2,3.8,17,India,north indian,High
Pizza Hut Delivery,1,New Delhi,77.2688462,28.5613573,"italian, pizza, fast food",800,No,Yes,No,2,3.9,189,India,italian,High
Sushiya Express,1,New Delhi,77.268211,28.561936,"sushi, asian",800,No,Yes,No,2,3.5,30,India,sushi,High
Tuptakes,1,New Delhi,77.268779,28.565383,"bakery, desserts",350,No,No,No,1,3.6,52,India,bakery,Medium
Annapurna Food Point,1,New Delhi,0.0,0.0,north indian,200,No,No,No,1,0.0,1,India,north indian,Low
